序号,代码,名称,营业收入,同比增长,净利润,同比增长,基本每股收益,每股净资产,净资产收益率,公告日期
1534,002885,京泉华,11.66亿,2.29%,"7,971.83万",36.89%,0.80,6.14,10.78%,2019-02-23
1535,300470,日机密封,7.05亿,42.09%,1.70亿,41.64%,0.89,5.89,16.07%,2019-02-23
1536,300457,赢合科技,20.89亿,31.23%,3.31亿,51.08%,0.94,8.47,14.22%,2019-02-23
1537,002726,龙大肉食,87.78亿,33.56%,1.74亿,-7.38%,0.23,2.78,8.72%,2019-02-23
1538,300298,三诺生物,15.48亿,49.86%,3.10亿,18.97%,0.56,4.64,13.14%,2019-02-23
1539,300286,安科瑞,4.58亿,13.06%,"9,705.46万",2.61%,0.45,3.41,13.55%,2019-02-23
1540,002587,奥拓电子,15.73亿,53.04%,1.81亿,36.89%,0.30,2.06,14.96%,2019-02-23
1541,002578,闽发铝业,14.26亿,16.09%,"3,510.22万",-5.09%,0.04,1.52,2.34%,2019-02-23
1542,002571,德力股份,7.95亿,-0.12%,-1.17亿,-345.99%,-0.30,3.61,-7.92%,2019-02-23
1543,300178,腾邦国际,48.86亿,38.43%,1.68亿,-41.03%,0.28,4.60,6.10%,2019-02-23
1544,002540,亚太科技,35.88亿,5.51%,3.79亿,22.83%,0.30,3.85,7.87%,2019-02-23
1545,002351,漫步者,8.81亿,-2.23%,"5,386.59万",-56.12%,0.09,3.00,3.04%,2019-02-23
1546,002345,潮宏基,32.50亿,5.76%,"7,020.83万",-75.80%,0.08,3.65,2.07%,2019-02-23
1547,002323,*ST百特,1.98亿,-85.61%,-4.25亿,-260.97%,-0.57,0.62,-64.56%,2019-02-23
1548,002556,辉隆股份,168.42亿,19.06%,1.39亿,2.94%,0.19,3.30,6.02%,2019-02-23
1549,002114,罗平锌电,10.74亿,-33.66%,-2.58亿,-566.22%,-0.80,4.76,-15.41%,2019-02-23
1550,002154,报喜鸟,31.15亿,19.76%,"5,245.43万",101.74%,0.04,2.16,2.07%,2019-02-23
1551,002064,华峰氨纶,44.36亿,6.89%,4.41亿,10.61%,0.26,2.26,12.18%,2019-02-23
1552,002694,顾地科技,16.61亿,-20.59%,-1.09亿,-189.71%,-0.19,1.72,-10.40%,2019-02-23
1553,002202,金风科技,287.31亿,14.33%,32.17亿,5.30%,0.88,7.02,14.03%,2019-02-23
1554,002196,方正电机,13.71亿,3.67%,-4.08亿,-398.01%,-0.92,4.56,-18.14%,2019-02-23
1555,002343,慈文传媒,12.69亿,-24.05%,-10.84亿,-353.19%,-2.28,3.13,-46.00%,2019-02-23
1556,002045,国光电器,40.43亿,0.09%,-2.15亿,-261.47%,-0.48,3.55,-13.87%,2019-02-23
1557,002020,京新药业,29.27亿,30.34%,3.70亿,39.38%,0.51,4.91,10.08%,2019-02-23
1558,002018,*ST华信,9.91亿,-94.11%,-34.87亿,-882.30%,-1.53,0.08,-195.99%,2019-02-23
1559,002011,盾安环境,92.69亿,12.28%,-21.51亿,"-2,377.09%",-2.34,2.43,-64.93%,2019-02-23
1560,300727,润禾材料,6.52亿,41.38%,"6,619.94万",36.76%,0.52,4.14,13.39%,2019-02-22
1561,300707,威唐工业,5.09亿,16.50%,"8,310.07万",-1.76%,0.53,4.05,13.67%,2019-02-22
1562,300723,一品红,14.30亿,3.57%,2.03亿,19.00%,1.26,8.04,16.82%,2019-02-22
1563,300761,立华股份,72.14亿,--,13.00亿,--,3.58,11.44,37.15%,2019-02-22
1564,300590,移为通信,4.76亿,--,1.25亿,--,0.78,5.35,15.37%,2019-02-22
1565,300553,集智股份,1.40亿,21.75%,"1,684.70万",-24.74%,0.35,6.81,5.21%,2019-02-22
1566,300711,广哈通信,2.01亿,-23.16%,"1,548.13万",-72.00%,0.11,3.88,2.78%,2019-02-22
1567,002802,洪汇新材,5.18亿,33.41%,"7,363.52万",2.10%,0.68,5.66,12.09%,2019-02-22
1568,300756,中山金马,5.24亿,--,"9,792.05万",--,3.26,24.37,20.65%,2019-02-22
1569,002925,盈趣科技,27.45亿,-15.97%,8.05亿,-18.14%,1.79,8.11,24.44%,2019-02-22
1570,300449,汉邦高科,5.26亿,-23.82%,"1,098.65万",-78.03%,0.07,8.65,0.68%,2019-02-22
1571,300421,力星股份,7.24亿,9.15%,"7,466.26万",3.53%,0.56,8.80,6.35%,2019-02-22
1572,300354,东华测试,1.35亿,4.00%,"1,725.51万",298.61%,0.13,2.58,4.85%,2019-02-22
1573,300308,中际旭创,51.39亿,118.04%,6.22亿,291.12%,1.31,10.04,14.29%,2019-02-22
1574,002659,凯文教育,2.50亿,-59.65%,"-9,795.29万",-525.40%,-0.20,4.22,-4.55%,2019-02-22
1575,300287,飞利信,13.14亿,-40.41%,-19.02亿,-525.44%,-1.33,2.66,-39.50%,2019-02-22
1576,300517,海波重科,5.04亿,24.91%,"2,571.01万",-28.00%,0.25,6.18,4.01%,2019-02-22
1577,300268,佳沃股份,19.27亿,240.98%,"2,458.99万",717.13%,0.18,1.78,10.90%,2019-02-22
1578,002629,*ST仁智,25.20亿,-23.96%,-6.33亿,"-34,053.13%",-1.54,0.10,-176.59%,2019-02-22
1579,300362,天翔环境,4.36亿,-59.30%,-15.97亿,"-2,185.83%",-3.76,0.66,-158.77%,2019-02-22
1580,300243,瑞丰高材,14.45亿,32.98%,"9,219.16万",204.73%,0.45,2.86,16.63%,2019-02-22
1581,300221,银禧科技,22.95亿,-10.47%,-6.93亿,-418.75%,-1.39,2.87,-36.93%,2019-02-22
1582,300497,富祥股份,11.63亿,20.78%,1.94亿,4.71%,0.88,4.97,18.86%,2019-02-22
1583,002524,光正集团,11.54亿,108.39%,"-7,950.06万","-1,641.70%",-0.16,1.60,-10.96%,2019-02-22
1584,300325,德威新材,21.94亿,22.39%,-1.01亿,-487.77%,-0.10,1.36,-7.07%,2019-02-22
1585,002503,搜于特,185.23亿,0.95%,3.92亿,-38.38%,0.13,1.72,7.27%,2019-02-22
1586,300401,花园生物,6.60亿,57.24%,3.07亿,135.81%,0.64,3.26,21.66%,2019-02-22
1587,300128,锦富技术,25.64亿,-15.13%,-7.85亿,"-1,441.08%",-0.71,1.13,-47.57%,2019-02-22
1588,300305,裕兴股份,7.38亿,25.06%,"7,620.30万",10.51%,0.26,5.13,5.19%,2019-02-22
1589,002452,长高集团,10.53亿,-25.67%,-2.46亿,-504.21%,-0.47,2.10,-19.60%,2019-02-22
1590,300090,盛运环保,5.15亿,-62.04%,-31.13亿,--,-2.36,0.16,-183.20%,2019-02-22
1591,002398,建研集团,27.17亿,36.00%,2.50亿,30.79%,0.36,3.57,10.56%,2019-02-22
1592,002394,联发股份,42.07亿,4.20%,3.81亿,7.86%,1.18,9.85,12.13%,2019-02-22
1593,002549,凯美特气,5.05亿,17.81%,"9,432.65万",77.48%,0.15,1.51,10.21%,2019-02-22
1594,002561,徐家汇,20.69亿,-1.57%,2.31亿,-2.49%,0.56,5.36,10.63%,2019-02-22
1595,002340,格林美,138.77亿,31.88%,7.06亿,17.11%,0.18,2.39,8.38%,2019-02-22
1596,002312,三泰控股,7.16亿,-9.93%,-2.14亿,-170.75%,-0.15,2.33,-6.52%,2019-02-22
1597,300142,沃森生物,8.79亿,31.54%,10.46亿,--,0.68,2.97,26.98%,2019-02-22
1598,300463,迈克生物,26.85亿,36.21%,4.43亿,17.66%,0.79,4.83,16.50%,2019-02-22
1599,002489,浙江永强,43.87亿,-3.45%,-1.08亿,-239.09%,-0.05,1.44,-3.42%,2019-02-22
1600,002418,康盛股份,30.51亿,-10.63%,-10.95亿,-638.08%,-0.96,1.02,-51.46%,2019-02-22
1601,300534,陇神戎发,2.03亿,-24.64%,"1,227.78万",-25.57%,0.04,2.38,1.71%,2019-02-22
1602,002259,*ST升达,9.69亿,-17.36%,-1.70亿,"-1,335.27%",-0.23,1.99,-10.73%,2019-02-22
1603,002241,歌尔股份,237.13亿,-7.27%,9.11亿,-57.54%,0.28,4.66,6.01%,2019-02-22
1604,002420,*ST毅昌,48.71亿,-14.16%,-8.69亿,--,-2.17,0.78,-116.36%,2019-02-22
1605,002158,汉钟精机,17.24亿,8.21%,2.01亿,-17.25%,0.38,3.46,11.13%,2019-02-22
1606,002248,华东数控,"8,308.41万",-25.09%,-5.75亿,"-1,623.50%",-1.87,0.34,-146.58%,2019-02-22
1607,300318,博晖创新,6.22亿,38.72%,"7,021.04万",75.15%,0.09,1.43,4.66%,2019-02-22
1608,002073,软控股份,27.54亿,0.85%,-2.95亿,-416.85%,-0.32,4.60,-6.64%,2019-02-22
1609,300498,温氏股份,573.08亿,2.97%,39.62亿,-41.48%,0.75,6.51,11.57%,2019-02-22
1610,300167,迪威迅,2.59亿,-53.47%,-1.47亿,--,-0.49,1.87,-23.10%,2019-02-22
1611,300205,天喻信息,23.97亿,23.81%,1.01亿,345.82%,0.23,2.96,8.06%,2019-02-22
1612,002110,三钢闽光,362.48亿,61.37%,65.06亿,63.08%,3.98,11.21,44.72%,2019-02-22
1613,002052,同洲电子,8.01亿,18.99%,-3.03亿,"-3,487.89%",-0.41,0.84,-39.05%,2019-02-22
1614,002015,霞客环保,4.72亿,15.10%,534.12万,-30.80%,0.01,1.33,1.35%,2019-02-22
1615,000088,盐田港,4.08亿,18.75%,4.77亿,19.57%,0.25,3.47,7.36%,2019-02-22
1616,603650,彤程新材,21.75亿,--,4.12亿,--,0.74,3.88,23.64%,2019-02-21
1617,300696,爱乐达,1.28亿,-5.90%,"6,809.21万",-7.53%,0.58,6.39,9.43%,2019-02-21
1618,300717,华信新材,3.07亿,8.02%,"4,668.38万",8.34%,0.46,5.27,8.97%,2019-02-21
1619,002846,英联股份,8.19亿,78.85%,"4,205.25万",-7.38%,0.22,2.92,7.68%,2019-02-21
1620,002835,同为股份,6.10亿,16.77%,396.93万,-80.59%,0.02,2.94,0.61%,2019-02-21
1621,002800,天顺股份,9.49亿,-8.77%,590.25万,-85.68%,0.08,5.92,1.32%,2019-02-21
1622,300549,优德精密,3.81亿,-17.33%,"4,901.37万",-35.26%,0.37,3.86,9.66%,2019-02-21
1623,300555,路通视信,3.36亿,-10.82%,"1,055.19万",-76.66%,0.05,3.16,1.67%,2019-02-21
1624,300596,利安隆,14.88亿,30.23%,1.93亿,48.06%,1.07,5.96,19.63%,2019-02-21
1625,002824,和胜股份,10.65亿,26.57%,"1,851.48万",-71.73%,0.10,4.08,2.50%,2019-02-21
1626,300613,富瀚微,4.12亿,-8.28%,"5,449.88万",-48.62%,1.23,22.75,5.52%,2019-02-21
1627,603680,今创集团,32.48亿,--,4.56亿,--,0.78,6.42,13.52%,2019-02-21
1628,300416,苏试试验,6.29亿,28.43%,"7,247.23万",19.18%,0.55,5.87,10.94%,2019-02-21
1629,002681,奋达科技,36.21亿,11.38%,-7.80亿,-267.43%,-0.48,2.57,-13.63%,2019-02-21
1630,002723,金莱特,8.32亿,-15.72%,"-8,788.46万","-1,233.50%",-0.46,3.06,-14.20%,2019-02-21
1631,300377,赢时胜,6.38亿,17.63%,1.80亿,-14.64%,0.24,3.73,6.59%,2019-02-21
1632,300419,浩丰科技,5.53亿,0.93%,-6.41亿,"-1,184.70%",-1.74,2.30,-54.44%,2019-02-21
1633,300312,邦讯技术,1.72亿,-44.19%,-4.11亿,--,-1.28,0.73,-93.78%,2019-02-21
1634,300313,天山生物,1.08亿,-44.88%,-19.52亿,"-26,323.09%",-7.11,0.65,-334.44%,2019-02-21
1635,300306,远方信息,4.22亿,-24.24%,-5.06亿,-494.08%,-1.76,4.87,-30.13%,2019-02-21
1636,300301,长方集团,15.83亿,-9.59%,-1.59亿,-539.59%,-0.20,2.05,-8.19%,2019-02-21
1637,300358,楚天科技,16.32亿,27.44%,"4,137.05万",-74.21%,0.09,4.98,1.85%,2019-02-21
1638,300292,吴通控股,30.41亿,18.40%,-11.74亿,-614.51%,-0.92,1.17,-55.92%,2019-02-21
1639,300275,梅安森,2.34亿,-18.90%,"-6,075.26万",-247.88%,-0.37,2.92,-11.91%,2019-02-21
1640,300256,星星科技,38.19亿,-32.37%,-17.03亿,"-2,656.15%",-1.76,1.72,-67.20%,2019-02-21
1641,300240,飞力达,31.99亿,4.47%,"1,434.88万",-80.09%,0.04,2.93,1.33%,2019-02-21
1642,300345,红宇新材,1.07亿,-31.86%,-2.85亿,--,-0.65,1.01,-48.40%,2019-02-21
1643,002553,南方轴承,3.93亿,0.41%,"8,792.58万",8.07%,0.25,2.07,12.37%,2019-02-21
1644,300194,福安药业,26.69亿,27.64%,-3.57亿,-225.12%,-0.30,3.11,-9.10%,2019-02-21
1645,300160,秀强股份,14.39亿,5.16%,-2.02亿,-266.87%,-0.34,1.52,-17.44%,2019-02-21
1646,300162,雷曼光电,7.34亿,13.81%,"-3,680.75万",-282.42%,-0.11,2.95,-3.49%,2019-02-21
1647,300158,振东制药,33.91亿,-7.92%,-1.35亿,-141.23%,-0.13,5.23,-2.48%,2019-02-21
1648,002512,达华智能,28.93亿,-16.69%,-16.06亿,"-1,035.93%",-1.47,1.14,-76.73%,2019-02-21
1649,002518,科士达,27.15亿,-0.55%,2.32亿,-37.38%,0.40,4.16,9.65%,2019-02-21
1650,601098,中南传媒,95.73亿,-7.59%,12.38亿,-18.15%,0.69,7.50,9.30%,2019-02-21
1651,300099,精准信息,4.46亿,5.60%,"9,537.95万",-2.39%,0.14,2.63,5.49%,2019-02-21
1652,300069,金利华电,1.79亿,-31.23%,-1.76亿,"-1,092.27%",-1.50,2.98,-39.23%,2019-02-21
1653,002429,兆驰股份,130.98亿,26.95%,4.50亿,-26.35%,0.10,1.93,5.45%,2019-02-21
1654,002439,启明星辰,25.20亿,10.51%,5.69亿,26.17%,0.63,4.00,16.87%,2019-02-21
1655,002476,宝莫股份,4.50亿,9.91%,-2.68亿,"-3,057.44%",-0.44,1.17,-31.52%,2019-02-21
1656,300055,万邦达,13.18亿,-36.00%,"-7,643.50万",-121.03%,-0.09,6.53,-1.32%,2019-02-21
1657,002906,华阳集团,34.69亿,-16.73%,"1,951.13万",-93.03%,0.04,7.19,0.57%,2019-02-21
1658,002319,乐通股份,4.83亿,-9.33%,"-3,260.75万",-390.07%,-0.16,2.17,-6.11%,2019-02-21
1659,300454,深信服,32.24亿,--,6.03亿,--,1.55,8.53,22.37%,2019-02-21
1660,300008,天海防务,10.90亿,-14.26%,-17.45亿,"-1,065.99%",-1.82,0.92,-99.02%,2019-02-21
1661,300023,宝德股份,4.18亿,-41.86%,-5.70亿,"-1,693.49%",-1.80,1.59,-72.31%,2019-02-21
1662,002496,辉丰股份,26.89亿,-31.94%,-4.63亿,-213.39%,-0.31,2.15,-13.18%,2019-02-21
1663,300011,鼎汉技术,13.63亿,8.51%,-5.78亿,-850.37%,-1.03,3.40,-26.37%,2019-02-21
1664,002256,兆新股份,6.03亿,-7.74%,-2.10亿,-236.50%,-0.11,1.02,-10.09%,2019-02-21
1665,002249,大洋电机,92.03亿,6.35%,-22.98亿,-597.06%,-1.02,2.79,-29.53%,2019-02-21
1666,002231,奥维通信,2.49亿,-50.62%,-1.30亿,"-1,421.24%",-0.36,1.55,-20.93%,2019-02-21
1667,002190,*ST集成,21.45亿,10.45%,-2.05亿,--,-0.57,5.01,-10.94%,2019-02-21
1668,002177,御银股份,3.83亿,-31.69%,"-9,622.24万",-754.21%,-0.13,2.08,-5.86%,2019-02-21
1669,002164,宁波东力,121.18亿,-7.02%,-28.72亿,"-1,838.16%",-4.11,0.72,-146.69%,2019-02-21
1670,300271,华宇软件,27.00亿,13.56%,4.98亿,30.54%,0.67,5.63,12.49%,2019-02-21
1671,002124,天邦股份,45.20亿,47.90%,-5.52亿,-310.04%,-0.48,2.07,-20.39%,2019-02-21
1672,002102,ST冠福,142.93亿,47.53%,-27.17亿,"-1,035.05%",-1.03,0.93,-68.22%,2019-02-21
1673,000948,南天信息,27.80亿,--,"7,200.10万",--,0.29,6.13,4.83%,2019-02-21
1674,600009,上海机场,93.00亿,15.38%,42.33亿,14.92%,2.20,14.66,15.86%,2019-02-21
1675,002861,瀛通通讯,9.02亿,25.02%,"6,528.95万",-24.11%,0.53,8.38,6.28%,2019-02-20
1676,300716,国立科技,10.92亿,44.13%,"5,556.47万",-9.79%,0.35,5.18,6.88%,2019-02-20
1677,002902,铭普光磁,16.06亿,6.37%,"2,521.57万",-68.58%,0.18,7.55,2.41%,2019-02-20
1678,002938,鹏鼎控股,258.55亿,--,27.72亿,--,1.30,7.73,19.77%,2019-02-20
1679,300461,田中精机,8.03亿,59.30%,"-9,708.65万",-457.16%,-0.77,1.90,-33.33%,2019-02-20
1680,300466,赛摩电气,4.37亿,-3.95%,-1.79亿,-841.61%,-0.32,2.20,-13.69%,2019-02-20
1681,603368,柳药股份,117.15亿,24.06%,5.26亿,30.93%,2.03,14.84,14.29%,2019-02-20
1682,300359,全通教育,8.33亿,-16.58%,-6.21亿,-996.69%,-0.98,2.18,-35.45%,2019-02-20
1683,300397,天和防务,2.71亿,-23.64%,-1.53亿,-323.82%,-0.64,4.45,-13.34%,2019-02-20
1684,002677,浙江美大,14.01亿,36.19%,3.78亿,23.86%,0.59,2.11,29.08%,2019-02-20
1685,002765,蓝黛传动,8.69亿,-28.45%,268.57万,-97.86%,0.01,2.94,0.22%,2019-02-20
1686,300310,宜通世纪,25.47亿,-1.71%,-19.76亿,-955.30%,-2.21,1.74,-77.61%,2019-02-20
1687,002645,华宏科技,19.19亿,47.69%,1.58亿,24.30%,0.44,5.10,9.03%,2019-02-20
1688,002627,宜昌交运,20.10亿,-1.71%,"9,890.78万",-11.05%,0.31,6.60,4.84%,2019-02-20
1689,002593,日上集团,29.10亿,45.93%,"8,362.39万",22.93%,0.12,2.68,4.57%,2019-02-20
1690,002592,八菱科技,7.10亿,-8.33%,727.44万,-94.55%,0.03,6.69,0.36%,2019-02-20
1691,300187,永清环保,9.94亿,-18.71%,-1.68亿,-214.76%,-0.26,2.23,-10.90%,2019-02-20
1692,002548,金新农,27.94亿,-8.73%,-2.84亿,-544.60%,-0.75,3.48,-19.86%,2019-02-20
1693,300126,锐奇股份,5.83亿,6.13%,"-4,582.65万","-1,049.18%",-0.15,3.18,-4.57%,2019-02-20
1694,300096,易联众,7.63亿,20.62%,"1,786.69万",-4.58%,0.04,1.73,2.43%,2019-02-20
1695,300083,劲胜智能,55.05亿,-14.28%,-28.74亿,-724.83%,-2.02,1.90,-69.29%,2019-02-20
1696,300030,阳普医疗,5.50亿,0.21%,-1.26亿,"-1,379.74%",-0.41,2.66,-14.18%,2019-02-20
1697,300018,中元股份,3.76亿,-6.96%,-4.47亿,-541.70%,-0.93,2.08,-35.86%,2019-02-20
1698,300010,立思辰,18.97亿,-14.59%,-12.42亿,-645.34%,-1.42,3.91,-25.55%,2019-02-20
1699,300005,探路者,20.05亿,-33.97%,-1.82亿,--,-0.20,2.61,-7.43%,2019-02-20
1700,002506,协鑫集成,111.25亿,-25.42%,"4,158.99万",-48.38%,0.01,0.84,0.98%,2019-02-20
1701,300370,安控科技,14.71亿,-15.43%,-4.96亿,-593.02%,-0.52,0.94,-43.50%,2019-02-20
1702,002372,伟星新材,45.55亿,16.71%,9.76亿,19.96%,0.75,2.78,28.40%,2019-02-20
1703,002254,泰和新材,21.76亿,39.92%,1.62亿,63.47%,0.26,3.53,7.70%,2019-02-20
1704,002139,拓邦股份,34.12亿,26.75%,2.22亿,5.18%,0.22,2.09,10.73%,2019-02-20
1705,002281,光迅科技,49.28亿,8.04%,3.37亿,0.86%,0.52,5.25,10.54%,2019-02-20
1706,600284,浦东建设,36.72亿,12.59%,4.53亿,21.95%,0.47,6.03,8.00%,2019-02-20
1707,002913,奥士康,22.37亿,28.83%,2.43亿,39.67%,1.69,14.79,11.77%,2019-02-19
1708,603595,东尼电子,8.72亿,--,1.15亿,--,0.81,6.16,14.47%,2019-02-19
1709,300583,赛托生物,10.88亿,38.51%,1.29亿,41.28%,1.19,16.82,7.24%,2019-02-19
1710,300589,江龙船艇,4.69亿,10.16%,"3,221.24万",-8.26%,0.16,1.67,9.93%,2019-02-19
1711,300540,深冷股份,3.51亿,46.41%,-1.14亿,-651.29%,-0.92,4.33,-19.27%,2019-02-19
1712,002859,洁美科技,13.11亿,31.58%,2.75亿,41.13%,1.08,6.02,18.98%,2019-02-19
1713,002867,周大生,48.70亿,27.97%,8.06亿,35.76%,1.68,8.12,22.29%,2019-02-19
1714,002832,比音勒芬,14.47亿,37.21%,2.90亿,66.10%,1.60,8.97,19.02%,2019-02-19
1715,300508,维宏股份,2.35亿,18.73%,"-2,694.35万",-133.70%,-0.30,5.18,-5.49%,2019-02-19
1716,002878,元隆雅图,10.53亿,28.66%,"9,064.50万",29.19%,0.71,4.61,16.25%,2019-02-19
1717,300563,神宇股份,3.70亿,14.12%,"4,486.21万",12.83%,0.56,6.06,9.65%,2019-02-19
1718,300703,创源文化,8.00亿,18.13%,"8,269.99万",36.42%,0.69,5.32,13.86%,2019-02-19
1719,002950,奥美医疗,20.28亿,--,2.37亿,--,--,--,--,2019-02-19
1720,300442,普丽盛,5.73亿,-20.84%,-2.15亿,"-2,800.18%",-2.15,7.55,-24.89%,2019-02-19
1721,002763,汇洁股份,23.55亿,10.22%,1.66亿,-23.57%,0.43,4.65,9.34%,2019-02-19
1722,002713,东易日盛,42.22亿,15.77%,2.61亿,19.98%,0.99,4.60,22.09%,2019-02-19
1723,300211,亿通科技,1.28亿,-24.50%,502.87万,35.10%,0.02,1.62,1.01%,2019-02-19
1724,002907,华森制药,7.03亿,18.76%,1.37亿,23.05%,0.34,2.07,17.70%,2019-02-19
1725,300004,南风股份,9.51亿,6.40%,-10.86亿,"-3,462.54%",-2.15,4.01,-42.35%,2019-02-19
1726,002311,海大集团,422.86亿,28.33%,14.34亿,19.40%,0.92,4.90,20.15%,2019-02-19
1727,300041,回天新材,17.40亿,14.83%,1.17亿,6.16%,0.28,4.13,6.54%,2019-02-19
1728,300035,中科电气,6.12亿,47.42%,1.32亿,166.89%,0.26,2.41,11.05%,2019-02-19
1729,300111,向日葵,6.57亿,-57.04%,-11.33亿,"-4,879.84%",-1.01,0.19,-145.25%,2019-02-19
1730,300042,朗科科技,9.67亿,4.10%,"6,449.40万",16.71%,0.48,7.15,6.92%,2019-02-19
1731,002157,正邦科技,220.80亿,7.34%,1.85亿,-64.89%,0.08,2.71,2.92%,2019-02-19
1732,601677,明泰铝业,133.24亿,--,4.98亿,--,0.85,10.33,8.76%,2019-02-19
1733,300726,宏达电子,6.36亿,21.35%,2.23亿,11.59%,0.55,3.88,14.69%,2019-02-18
1734,300482,万孚生物,16.42亿,44.50%,3.07亿,45.85%,0.95,5.95,17.98%,2019-02-18
1735,300479,神思电子,4.07亿,14.31%,"1,160.14万",-32.10%,0.07,3.34,2.36%,2019-02-18
1736,002791,坚朗五金,38.50亿,21.09%,1.73亿,-10.01%,0.54,8.57,6.44%,2019-02-18
1737,300436,广生堂,4.02亿,35.87%,"1,597.54万",-53.20%,0.11,3.92,3.07%,2019-02-18
1738,300276,三丰智能,17.92亿,186.56%,2.35亿,263.40%,0.45,6.41,7.82%,2019-02-18
1739,002412,汉森制药,9.22亿,10.70%,1.43亿,28.66%,0.48,4.60,11.07%,2019-02-18
1740,002908,德生科技,4.61亿,7.99%,"7,128.29万",24.02%,0.53,5.02,10.81%,2019-02-18
1741,002600,领益智造,225.14亿,41.37%,-7.20亿,-151.28%,-0.11,1.44,-7.39%,2019-02-18
1742,002643,万润股份,26.32亿,8.22%,4.44亿,15.32%,0.49,4.88,10.54%,2019-02-18
1743,300150,世纪瑞尔,6.76亿,30.13%,"8,644.21万",62.93%,0.15,3.41,4.39%,2019-02-18
1744,603890,春秋电子,17.74亿,--,1.17亿,--,0.61,7.40,8.53%,2019-02-16
1745,300394,天孚通信,4.43亿,31.37%,1.35亿,21.96%,0.71,5.38,14.79%,2019-02-16
1746,002757,南兴装备,11.29亿,44.54%,1.64亿,45.56%,1.32,12.60,11.82%,2019-02-16
1747,603535,嘉诚国际,11.16亿,7.87%,1.39亿,16.80%,0.92,9.89,9.72%,2019-02-16
1748,002737,葵花药业,44.30亿,15.05%,5.66亿,34.65%,0.97,5.61,18.35%,2019-02-16
1749,002812,恩捷股份,24.00亿,96.70%,5.36亿,243.65%,1.13,8.31,13.97%,2019-02-16
1750,002410,广联达,29.04亿,23.26%,4.39亿,-7.10%,0.39,2.83,14.14%,2019-02-16
1751,600299,安迪苏,114.20亿,9.81%,114.20亿,9.81%,0.34,5.07,6.86%,2019-02-16
1752,300567,精测电子,13.90亿,55.24%,2.89亿,73.01%,1.80,7.00,28.90%,2019-02-15
1753,300390,天华超净,7.78亿,5.09%,"5,012.60万",59.26%,0.15,2.53,5.76%,2019-02-15
1754,002715,登云股份,3.60亿,5.48%,951.24万,5.68%,0.10,5.29,1.98%,2019-02-15
1755,300400,劲拓股份,5.91亿,23.68%,"9,560.63万",19.01%,0.40,2.49,17.62%,2019-02-15
1756,300043,星辉娱乐,28.29亿,2.66%,2.38亿,2.85%,0.19,2.22,9.06%,2019-02-15
1757,002415,海康威视,498.10亿,18.89%,113.36亿,20.60%,1.24,4.07,33.95%,2019-02-15
1758,000938,紫光股份,483.33亿,--,16.91亿,--,1.16,18.19,6.54%,2019-02-15
1759,000598,兴蓉环境,41.60亿,11.48%,9.88亿,10.30%,0.33,3.50,9.84%,2019-02-15
1760,300620,光库科技,2.89亿,25.26%,"8,114.55万",35.27%,0.92,6.14,15.99%,2019-02-14
1761,603528,多伦科技,5.52亿,--,1.32亿,--,0.21,2.34,9.35%,2019-02-14
1762,002798,帝欧家居,43.08亿,707.31%,3.82亿,600.59%,1.01,8.43,13.36%,2019-02-14
1763,300389,艾比森,19.97亿,29.82%,2.46亿,140.88%,0.77,3.99,21.29%,2019-02-14
1764,300273,和佳股份,11.92亿,7.18%,1.08亿,17.13%,0.14,3.14,4.41%,2019-02-14
1765,300163,先锋新材,6.08亿,-11.32%,-2.34亿,--,-0.49,0.95,-40.74%,2019-02-14
1766,002756,永兴特钢,47.94亿,19.80%,4.02亿,11.49%,1.12,9.50,12.06%,2019-02-14
1767,002109,兴化股份,20.53亿,8.38%,2.38亿,15.32%,0.23,3.40,6.88%,2019-02-14
1768,002790,瑞尔特,9.94亿,8.37%,1.59亿,-1.95%,0.62,5.99,10.67%,2019-02-13
1769,300529,健帆生物,10.17亿,41.48%,4.01亿,41.02%,0.97,4.06,25.49%,2019-02-13
1770,002788,鹭燕医药,115.05亿,37.80%,1.87亿,38.89%,0.97,8.17,12.40%,2019-02-13
1771,002318,久立特材,40.70亿,42.51%,3.05亿,120.76%,0.36,3.77,10.09%,2019-02-13
1772,002182,云海金属,51.06亿,3.10%,3.33亿,115.57%,0.51,2.83,19.75%,2019-02-13
1773,002051,中工国际,101.12亿,-8.05%,12.03亿,-18.69%,1.08,8.18,13.83%,2019-02-13
1774,002044,美年健康,84.54亿,34.76%,8.22亿,33.23%,0.26,2.10,12.86%,2019-02-13
1775,600522,中天科技,340.99亿,--,21.53亿,--,0.70,6.31,11.48%,2019-02-13
1776,603681,永冠新材,17.01亿,--,1.31亿,--,--,--,--,2019-02-12
1777,300299,富春股份,5.56亿,-0.07%,"5,789.79万",--,0.08,1.72,4.61%,2019-02-12
1778,002661,克明面业,28.56亿,--,1.89亿,--,0.57,6.78,8.59%,2019-02-12
1779,300580,贝斯特,7.46亿,11.17%,1.60亿,12.78%,0.80,6.93,12.12%,2019-02-12
1780,300294,博雅生物,24.51亿,67.62%,4.68亿,30.87%,1.11,8.75,14.41%,2019-02-12
1781,600436,片仔癀,47.98亿,28.73%,11.28亿,42.74%,1.87,8.17,24.93%,2019-02-12
1782,002948,青岛银行,73.72亿,--,20.23亿,--,0.37,4.71,8.36%,2019-02-11
